ID;S1_Temp;S2_Temp;S3_Temp;S4_Temp;S1_Light;S2_Light;S3_Light;S4_Light;S1_Sound;S2_Sound;S3_Sound;S4_Sound;S5_CO2;S5_CO2_Slope;S6_PIR;S7_PIR;Room_Occupancy_Count
94;2544;2550;2488;2575;155;237;69;54;63;36;18;13;480;957692;0;1;2
95;2544;2556;2494;2575;155;236;69;54;133;78;18;11;485;1161538;1;1;2
96;2544;2556;2494;2581;155;236;70;54;17;35;11;7;490;1380769;0;1;2
97;2544;2556;2494;2575;155;237;71;55;43;36;21;11;500;1707692;1;1;2
98;2550;2556;2488;2581;155;237;71;55;187;56;23;14;500;1996153;1;1;2
99;2550;2556;2488;2581;155;235;72;54;73;114;24;17;500;2246153;0;0;2
100;2544;2556;2494;2588;155;236;71;54;153;124;36;27;500;2457692;1;0;2
101;2544;2556;2494;2581;155;235;71;54;295;127;25;17;510;2723076;1;1;2
102;2550;2556;2494;2581;155;235;70;54;178;63;18;8;510;2942307;1;0;2
103;2550;2556;2494;2575;155;234;70;54;8;35;7;28;515;3111538;0;0;2
104;2544;2563;2494;2581;155;234;70;54;45;212;34;6;515;3226923;1;0;2
105;2550;2563;2494;2581;155;235;71;55;200;32;11;9;515;3338461;0;0;2
106;2550;2563;2494;2588;155;235;72;55;33;38;10;9;520;3446153;0;1;2
107;2550;2563;2494;2581;155;235;71;55;50;49;14;11;525;3596153;1;1;2
108;2550;2563;2494;2581;155;234;73;56;102;28;16;13;530;3738461;1;1;2
109;2550;2556;2494;2581;155;234;72;55;49;23;19;15;540;3865384;1;1;2
110;2550;2563;2494;2581;155;235;73;56;28;51;19;9;540;3923076;1;0;2
111;2550;2563;2494;2581;155;234;73;56;33;19;11;13;545;3907692;1;0;2
112;2556;2563;2494;2581;155;234;73;56;15;26;22;7;545;3865384;1;0;2
113;2556;2569;2500;2594;155;234;74;56;63;15;9;6;545;3750000;0;0;2
114;2556;2569;2500;2581;155;233;73;56;8;14;6;6;550;3607692;0;0;2
115;2550;2569;2494;2581;155;233;73;56;17;14;15;7;550;3488461;0;0;2
116;2556;2569;2500;2581;155;233;73;56;181;28;6;10;550;3300000;0;1;2
117;2556;2569;2500;2581;155;233;74;56;63;42;15;13;555;3238461;1;1;2
118;2556;2569;2500;2581;155;233;74;57;68;82;19;12;555;3165384;1;0;2
119;2556;2575;2500;2581;155;233;74;57;32;43;16;11;555;3034615;1;1;2
120;2556;2575;2500;2581;155;233;75;57;115;27;9;7;555;2896153;1;1;2
121;2556;2575;2500;2588;155;232;74;57;45;17;13;14;560;2800000;1;1;1
122;2556;2569;2500;2588;155;233;74;56;31;50;27;6;560;2750000;1;0;1
123;2556;2575;2500;2588;155;233;74;56;50;10;11;8;560;2653846;1;0;2
124;2556;2569;2500;2588;155;232;75;58;133;154;42;20;560;2511538;1;1;2
125;2556;2575;2500;2594;155;232;75;58;54;78;28;21;565;2369230;1;1;2
126;2556;2575;2500;2588;155;232;75;58;41;105;28;17;570;2323076;1;1;2
127;2556;2569;2500;2594;151;232;75;58;212;103;16;46;570;2230769;1;1;2
128;2556;2594;2500;2594;155;239;75;58;44;344;67;36;570;2142307;1;1;2
129;2556;2638;2500;2594;156;243;75;58;92;127;65;83;580;2103846;1;1;2
130;2556;2681;2500;2594;155;242;75;57;37;196;98;11;580;2015384;1;1;2
131;2556;2681;2506;2588;155;242;75;56;55;90;23;32;585;1973076;1;1;2
132;2556;2700;2500;2594;155;238;74;57;44;60;49;19;590;1976923;1;1;2
133;2556;2694;2506;2600;155;243;73;56;43;103;22;15;585;1934615;1;1;2
134;2556;2719;2506;2588;156;243;71;57;37;10;22;6;590;1996153;0;0;2
135;2556;2725;2500;2594;156;243;74;58;22;6;6;6;590;2019230;0;0;2
136;2556;2744;2506;2600;156;244;75;58;10;5;6;6;600;2146153;0;0;2
137;2556;2750;2506;2600;157;244;75;58;9;5;5;6;600;2230769;0;0;2
138;2556;2756;2506;2600;157;244;75;58;9;7;8;7;595;2226923;0;0;2
139;2556;2775;2506;2600;156;244;75;58;70;10;8;9;605;2326923;1;0;2
140;2556;2794;2506;2594;157;244;75;59;193;15;11;6;595;2292307;1;0;2
141;2556;2769;2506;2606;157;244;77;59;15;12;6;8;595;2223076;0;0;2
142;2556;2750;2506;2600;157;244;76;59;15;60;9;6;590;2123076;1;0;2
143;2556;2744;2506;2606;156;244;75;59;26;10;6;9;590;1996153;1;0;2
144;2556;2756;2506;2600;157;244;76;59;132;28;8;8;590;1842307;1;0;2
145;2556;2738;2506;2594;157;244;77;59;25;30;15;15;590;1661538;1;0;2
146;2563;2731;2506;2594;157;244;76;59;48;8;8;7;595;1550000;1;0;2
147;2563;2731;2506;2594;157;244;76;59;88;12;8;11;595;1411538;1;0;2
148;2563;2738;2506;2594;157;244;76;59;86;6;28;17;595;1246153;0;0;2
149;2563;2738;2513;2594;157;244;77;59;7;21;20;6;600;1100000;1;0;2
150;2563;2744;2506;2594;157;244;76;59;7;5;5;6;610;1065384;0;0;2
151;2563;2738;2506;2594;157;244;78;60;20;5;6;6;605;1000000;0;0;2
152;2563;2744;2506;2594;157;245;79;60;74;15;12;13;610;953846;1;0;2
153;2563;2756;2506;2594;156;244;79;60;63;28;20;14;615;923076;1;0;2
154;2563;2750;2506;2594;156;244;79;60;43;42;17;18;615;957692;1;0;2
155;2569;2756;2506;2588;157;244;79;60;79;56;20;16;620;1011538;0;0;2
156;2563;2750;2506;2594;157;243;80;61;69;53;20;36;625;1130769;1;1;2
157;2563;2756;2506;2594;156;244;80;60;155;77;47;19;630;1315384;1;1;2
158;2563;2763;2513;2600;156;244;78;60;54;80;30;14;630;1419230;1;0;2
159;2563;2763;2513;2594;157;244;79;60;63;56;18;15;630;1538461;1;0;2
160;2563;2781;2513;2600;157;244;78;59;96;64;19;22;630;1626923;1;1;2
161;2563;2800;2513;2600;156;241;77;59;105;101;31;21;625;1738461;0;1;2
162;2569;2819;2513;2600;156;240;76;59;49;79;24;19;625;1830769;0;0;2
163;2569;2813;2513;2594;156;244;77;59;73;79;28;19;630;1900000;0;1;2
164;2569;2806;2513;2600;156;243;77;59;81;42;28;21;630;2042307;1;0;2
165;2569;2788;2513;2600;156;240;79;60;88;66;28;21;625;2019230;1;1;2
166;2569;2781;2513;2600;156;241;79;60;71;40;22;16;635;2065384;1;1;2
167;2569;2775;2513;2600;155;239;79;59;72;66;24;21;635;2030769;1;1;2
168;2569;2794;2513;2606;155;242;77;60;52;70;69;20;635;1961538;1;1;2
169;2563;2800;2513;2606;156;243;78;60;71;69;25;17;630;1811538;1;1;2
170;2569;2819;2513;2606;156;243;79;61;75;55;61;17;635;1676923;1;0;2
171;2569;2813;2513;2606;157;244;80;61;21;27;13;14;635;1557692;1;0;2
172;2569;2813;2513;2606;156;244;80;62;62;12;24;7;635;1407692;1;0;2
173;2569;2819;2513;2606;155;243;80;59;83;17;6;12;635;1226923;1;0;2
174;2569;2819;2513;2606;155;242;78;59;19;40;21;12;640;1111538;1;0;2
175;2569;2813;2513;2606;155;242;77;60;18;6;7;7;645;1111538;0;0;2
176;2569;2800;2519;2606;156;244;80;61;50;26;24;15;650;1080769;1;0;2
177;2569;2813;2513;2600;156;244;81;63;153;37;18;8;645;1019230;1;0;2
178;2569;2813;2513;2600;157;244;82;63;80;37;14;18;650;1026923;0;0;2
179;2569;2831;2513;2600;156;243;81;63;62;70;24;16;640;915384;0;0;2
180;2569;2831;2519;2600;157;244;81;62;33;41;20;10;640;834615;1;0;2
181;2569;2838;2513;2606;157;244;80;62;236;63;46;37;645;834615;1;0;2
182;2569;2850;2519;2606;156;244;80;61;25;23;24;6;645;869230;0;0;2
183;2569;2850;2519;2600;156;244;80;61;64;17;12;8;640;846153;0;0;2
184;2569;2850;2519;2606;156;243;80;60;8;5;6;6;645;861538;0;0;2
185;2569;2844;2519;2600;155;242;79;60;8;7;5;6;640;819230;0;0;2
186;2575;2838;2519;2606;155;242;78;60;13;10;6;7;645;765384;0;0;2
187;2569;2825;2519;2600;156;242;79;62;9;11;9;6;645;696153;0;0;2
188;2569;2844;2519;2600;156;244;81;62;50;13;11;7;640;615384;1;0;2
189;2569;2838;2519;2606;156;243;80;61;80;21;16;14;640;526923;1;0;2
190;2569;2838;2519;2600;155;242;190;60;56;15;77;19;645;426923;1;0;2
191;2569;2844;2519;2600;156;244;190;64;112;49;77;25;645;411538;1;1;3
192;2575;2856;2519;2606;158;245;205;65;91;28;283;28;650;434615;1;1;3
193;2575;2856;2525;2606;159;246;214;66;55;23;101;48;645;400000;1;1;3
194;2575;2863;2525;2606;159;246;220;63;57;50;364;62;655;400000;1;1;3
195;2575;2856;2531;2606;159;244;224;65;83;36;215;85;655;430769;1;1;3
196;2575;2844;2531;2606;159;247;224;64;262;82;215;43;660;492307;1;1;3
197;2575;2831;2531;2600;158;244;222;65;70;35;50;47;660;534615;1;1;3
198;2575;2850;2531;2606;158;244;217;65;72;49;93;45;655;511538;1;1;3
199;2581;2869;2531;2613;159;245;217;65;288;56;93;20;660;569230;1;1;2
200;2575;2869;2531;2606;159;245;216;65;62;74;19;13;665;707692;1;0;2
201;2575;2863;2531;2606;160;244;216;65;36;40;19;22;665;880769;1;1;2
202;2581;2881;2531;2606;160;244;223;67;79;46;363;43;670;1038461;1;1;3
203;2581;2875;2531;2606;160;244;225;68;51;92;132;26;680;1319230;1;1;3
204;2581;2888;2531;2606;160;244;224;67;95;84;161;36;675;1430769;1;1;3
205;2581;2881;2538;2606;160;244;224;67;101;79;96;65;675;1515384;1;1;3
206;2581;2881;2538;2613;160;243;215;66;204;62;364;340;675;1623076;1;1;3
207;2581;2894;2538;2613;160;243;223;65;95;344;365;103;675;1707692;1;1;3
208;2581;2894;2531;2613;160;243;222;66;96;91;25;28;685;1811538;1;1;3
209;2581;2894;2538;2613;159;243;222;66;57;56;365;27;690;1976923;1;1;3
210;2581;2900;2538;2606;159;243;224;67;347;334;172;340;690;2057692;1;1;3
211;2581;2894;2538;2606;160;244;223;67;45;65;186;50;695;2196153;1;1;3
212;2581;2894;2538;2606;160;244;223;67;83;54;141;47;695;2296153;1;1;3
213;2581;2900;2538;2606;160;243;221;66;56;63;57;23;700;2353846;1;0;3
214;2581;2894;2538;2606;159;246;221;66;162;53;88;33;695;2319230;1;1;3
215;2581;2881;2538;2606;160;247;221;66;71;37;88;21;695;2292307;1;1;3
216;2594;2819;2550;2619;163;249;229;70;68;52;241;31;810;3288461;1;1;3
217;2594;2813;2550;2619;164;249;229;70;89;83;256;47;810;4207692;1;1;3
218;2594;2813;2550;2619;163;249;228;70;63;28;101;18;810;4953846;1;1;3
219;2594;2806;2550;2613;163;249;229;70;53;31;25;340;815;5719230;1;1;3
220;2594;2813;2550;2619;163;248;229;70;225;340;366;31;815;6361538;1;1;3
221;2594;2825;2550;2619;163;247;228;70;41;26;80;28;815;6930769;1;1;3
222;2594;2825;2550;2613;162;247;228;70;35;30;89;135;815;7380769;1;1;3
223;2594;2838;2556;2619;162;248;228;70;156;135;366;31;820;7707692;0;1;3
224;2594;2819;2550;2613;162;247;228;70;79;81;136;184;835;8096153;1;0;3
225;2594;2819;2556;2613;162;247;227;70;330;298;366;243;840;8446153;1;1;3
226;2594;2825;2556;2613;162;249;227;70;131;202;366;60;840;8661538;1;1;3
227;2594;2838;2556;2619;161;249;228;70;52;42;103;33;845;8838461;1;1;3
228;2594;2825;2556;2613;162;249;228;70;41;22;71;26;845;8980769;1;1;3
229;2594;2819;2556;2613;163;249;228;69;104;35;80;10;845;8946153;1;1;3
230;2594;2813;2556;2619;162;246;227;70;33;211;105;43;845;8780769;1;0;3
231;2594;2825;2563;2619;162;249;226;69;45;222;112;32;840;8438461;1;1;3
232;2594;2800;2563;2619;163;250;226;70;39;54;131;30;840;7969230;1;1;3
233;2594;2800;2563;2619;163;252;227;70;8;28;14;7;845;7519230;0;0;3
234;2600;2794;2563;2619;164;251;228;70;20;28;23;12;850;7042307;1;1;3
235;2594;2800;2569;2625;163;252;221;70;174;65;200;43;855;6488461;1;1;3
236;2600;2800;2569;2619;164;252;225;70;61;45;365;87;850;5811538;1;1;3
237;2594;2794;2569;2619;163;247;269;69;99;90;301;81;850;5015384;1;1;3
238;2600;2781;2569;2619;163;249;267;69;69;108;223;55;845;4103846;0;1;3
239;2594;2781;2569;2619;163;248;267;68;55;82;223;28;845;3030769;1;1;3
240;2594;2775;2569;2619;163;251;266;70;50;69;249;38;850;1888461;1;1;3
241;2594;2781;2569;2619;164;251;267;69;78;62;319;92;855;1823076;1;1;3
242;2600;2775;2569;2619;163;252;267;70;124;84;365;28;855;1723076;1;1;3
243;2594;2775;2569;2625;164;252;270;70;35;233;88;28;860;1634615;1;1;3
244;2600;2788;2575;2625;164;253;261;70;346;21;83;25;855;1511538;0;1;3
245;2600;2781;2575;2625;164;253;272;71;30;23;83;18;860;1403846;1;1;3
246;2600;2781;2575;2619;165;254;274;72;76;14;39;14;860;1261538;1;1;3
247;2600;2788;2575;2619;164;253;272;71;124;17;61;23;860;1084615;1;1;3
248;2600;2788;2575;2625;165;254;272;70;242;34;70;17;860;923076;1;1;3
249;2600;2788;2581;2619;164;253;270;70;15;14;7;7;860;880769;0;1;3
250;2600;2794;2581;2619;164;252;268;70;18;45;6;6;865;915384;0;0;3
251;2600;2781;2581;2619;163;252;268;70;17;6;6;6;865;930769;1;0;3
252;2600;2781;2581;2619;164;252;268;70;7;10;19;6;865;976923;1;0;3
253;2600;2775;2581;2619;163;252;266;69;6;6;14;9;875;1100000;0;0;3
254;2600;2769;2581;2619;163;252;267;70;8;13;13;7;880;1246153;0;0;3
255;2600;2775;2581;2625;164;251;267;70;7;5;7;9;875;1319230;0;1;3
256;2600;2775;2581;2625;162;247;254;69;56;261;224;75;880;1365384;1;1;3
257;2600;2763;2588;2625;163;253;268;70;96;75;269;43;885;1426923;1;1;2
258;2600;2763;2588;2619;164;253;269;70;152;47;141;28;885;1503846;1;1;2
259;2600;2763;2588;2625;165;254;270;71;48;40;120;33;875;1507692;1;1;2
260;2606;2756;2588;2619;165;254;272;73;71;37;121;44;870;1496153;0;1;2
261;2606;2756;2588;2619;165;254;274;73;51;50;132;42;875;1469230;1;1;2
262;2600;2750;2588;2631;165;254;280;72;92;43;42;28;870;1376923;1;1;2
263;2600;2750;2588;2631;165;254;275;70;28;44;92;74;870;1219230;0;1;2
264;2600;2738;2594;2625;165;254;275;70;122;344;311;14;870;1042307;1;1;2
265;2606;2744;2588;2631;165;254;276;71;78;11;193;54;865;850000;1;0;2
266;2606;2750;2588;2625;165;254;276;71;81;59;365;57;870;742307;1;1;2
267;2606;2744;2588;2631;165;254;275;72;63;51;159;48;870;623076;0;1;2
268;2600;2738;2588;2631;165;254;278;73;71;39;105;26;865;496153;0;1;2
269;2606;2738;2594;2625;165;255;278;72;61;30;300;45;860;269230;1;1;2
270;2606;2738;2594;2631;165;254;278;72;66;68;290;50;840;-96153;1;1;2
271;2606;2731;2594;2625;165;254;250;71;55;40;27;22;845;-400000;1;1;2
272;2606;2731;2594;2631;165;254;275;71;45;38;365;52;850;-646153;0;1;2
273;2606;2725;2594;2625;165;254;276;73;56;63;227;57;860;-792307;0;1;2
274;2606;2731;2588;2631;164;247;279;72;79;79;237;79;865;-892307;1;1;3
275;2606;2719;2594;2631;165;256;278;72;148;88;268;83;870;-900000;1;1;3
276;2606;2719;2588;2631;165;254;278;72;109;145;284;47;870;-911538;1;1;3
277;2606;2725;2594;2625;165;254;276;72;39;143;163;55;885;-788461;1;1;3
278;2606;2725;2594;2625;165;257;279;72;363;166;365;54;890;-534615;1;1;2
279;2606;2731;2594;2631;164;258;279;72;99;22;30;18;895;-196153;1;1;2
280;2606;2738;2594;2631;165;256;279;72;108;43;70;10;895;80769;1;1;3
281;2606;2738;2594;2631;165;255;279;72;12;39;47;11;890;346153;0;1;3
282;2606;2738;2594;2631;165;256;277;71;17;160;52;56;890;653846;1;1;3
283;2606;2731;2594;2625;165;254;276;71;97;121;312;68;880;865384;1;1;3
284;2606;2731;2594;2625;165;254;277;70;10;75;112;10;880;980769;1;1;3
285;2606;2725;2594;2631;165;254;275;70;9;21;52;10;880;1042307;0;1;3
286;2606;2725;2594;2631;164;254;276;71;19;16;77;6;875;1100000;0;1;3
287;2606;2713;2594;2625;165;255;277;72;9;7;51;8;875;1107692;0;1;3
288;2613;2706;2600;2631;164;255;278;71;12;7;46;8;875;1111538;0;0;3
289;2606;2706;2594;2631;165;255;272;72;9;12;70;10;880;1157692;0;0;3
290;2606;2700;2594;2625;165;255;279;72;65;15;20;17;880;1146153;1;1;3
291;2606;2706;2600;2631;165;255;277;71;10;10;87;9;890;1265384;1;1;3
292;2606;2694;2600;2631;164;255;277;71;10;18;40;10;900;1461538;1;1;3
293;2613;2713;2594;2631;164;254;276;70;16;12;57;11;905;1630769;1;1;3
294;2606;2713;2594;2631;164;254;275;71;10;10;71;12;910;1765384;0;1;3
295;2606;2706;2600;2638;164;254;276;70;30;26;64;8;910;1661538;1;1;3
296;2606;2700;2600;2631;165;254;275;70;83;27;62;14;910;1553846;1;1;3
297;2606;2700;2600;2631;164;254;274;70;120;28;22;11;910;1446153;1;1;3
298;2613;2706;2600;2631;165;254;274;71;112;140;151;136;910;1392307;1;1;3
299;2606;2713;2600;2631;165;256;279;71;55;14;85;25;910;1350000;1;1;3
300;2606;2706;2600;2625;165;255;275;70;42;33;104;9;910;1323076;1;1;3
301;2613;2719;2600;2631;164;254;274;70;11;6;21;8;910;1265384;0;0;3
302;2606;2719;2600;2631;165;254;274;71;41;11;115;14;915;1373076;0;1;3
303;2613;2719;2600;2631;165;256;277;73;8;23;15;11;910;1461538;0;1;3
304;2613;2713;2606;2631;165;257;280;73;9;32;13;7;915;1630769;1;0;3
305;2613;2713;2600;2631;165;256;278;72;38;22;7;12;920;1830769;1;1;3
306;2606;2725;2600;2631;163;255;254;72;91;23;137;34;925;2007692;1;1;3
307;2613;2719;2600;2625;165;256;273;73;88;76;260;66;925;2157692;1;1;3
308;2613;2719;2606;2625;165;255;277;72;75;50;169;10;930;2226923;1;0;3
309;2613;2719;2606;2625;165;255;278;72;82;19;9;6;935;2303846;1;0;3
310;2613;2719;2600;2631;165;255;278;73;48;10;8;7;935;2338461;1;0;3
311;2613;2706;2606;2631;165;256;280;73;53;9;16;9;935;2280769;0;0;3
312;2613;2719;2606;2625;165;256;279;72;43;9;53;9;935;2176923;1;0;3
313;2613;2719;2600;2631;165;256;279;71;13;12;48;11;935;2026923;1;0;3
314;2613;2719;2600;2631;165;256;276;72;38;10;11;7;935;1880769;0;0;3
315;2613;2719;2600;2638;165;256;279;72;10;5;7;7;935;1692307;0;0;3
316;2613;2706;2600;2631;165;256;279;73;11;7;13;12;930;1515384;0;0;3
317;2613;2706;2600;2631;165;257;279;74;34;12;77;10;925;1361538;1;0;3
318;2613;2706;2600;2650;165;257;280;73;14;15;19;10;925;1238461;1;0;3
319;2619;2713;2606;2638;165;257;278;73;10;7;13;7;930;1196153;1;0;3
320;2613;2713;2600;2638;165;256;269;73;30;7;11;19;940;1230769;1;1;3
321;2619;2706;2600;2638;165;256;280;73;8;7;22;8;940;1242307;1;1;3
322;2613;2713;2606;2638;165;255;275;72;9;10;15;9;945;1276923;0;1;3
323;2613;2719;2600;2638;165;255;277;72;36;12;21;14;945;1284615;0;0;3
324;2619;2713;2600;2638;165;255;277;73;8;10;27;7;955;1357692;0;0;3
325;2613;2706;2606;2638;165;255;278;74;22;9;14;11;960;1442307;0;0;3
326;2619;2719;2606;2631;165;255;280;73;9;43;18;7;965;1534615;0;1;3
327;2619;2731;2600;2638;165;255;278;73;83;36;21;17;960;1588461;1;1;3
328;2619;2725;2600;2638;164;254;269;74;152;36;111;41;965;1603846;1;1;3
