ID;S1_Temp;S2_Temp;S3_Temp;S4_Temp;S1_Light;S2_Light;S3_Light;S4_Light;S1_Sound;S2_Sound;S3_Sound;S4_Sound;S5_CO2;S5_CO2_Slope;S6_PIR;S7_PIR;Room_Occupancy_Count
22;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;3
23;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
24;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
25;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
26;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
27;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
28;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
29;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
30;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;1
31;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
32;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
33;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
34;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
35;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
36;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
37;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;2
38;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;1
39;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
40;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
41;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
42;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
43;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
44;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
45;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;2
46;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
47;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;3
48;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
49;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
50;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
51;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
52;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
53;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
54;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
55;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
56;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
57;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
58;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
59;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
60;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
61;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
62;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
63;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;2
64;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
65;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
66;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
67;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
68;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
69;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
70;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
71;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
72;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
73;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
74;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
75;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;1
76;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
77;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
78;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
79;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
80;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
81;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;1
82;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;3
83;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
84;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
85;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;1
86;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
87;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
88;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
89;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
90;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;1
91;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
92;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;3
93;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
94;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
95;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
96;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
97;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
98;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;2
99;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
100;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
101;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
102;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
103;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
104;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
105;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
106;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
107;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;3
108;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;1
109;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
110;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
111;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
112;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
113;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
114;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;3
115;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
116;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
117;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
118;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
119;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;1
120;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
121;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
122;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
123;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
124;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
125;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
126;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
127;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;3
128;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
129;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
130;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
131;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
132;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;1
133;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;2
134;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
135;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
136;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;1
137;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
138;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;3
139;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
140;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
141;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
142;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
143;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
144;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
145;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
146;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
147;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
148;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
149;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;1
150;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
151;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
152;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;1
153;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;2
154;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
155;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;2
156;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
157;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
158;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;2
159;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
160;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
161;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
162;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;2
163;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
164;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
165;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;3
166;2494~2638;2475~2900;2444~2619;2494~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;345~1270;-6296153~8946153;0~1;0~1;0
