S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,3
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,1
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,2
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,1
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,2
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,3
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,2
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,1
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,1
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,3
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,1
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,1
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,3
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,2
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,3
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,1
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,3
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,1
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,3
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,1
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,2
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,1
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,3
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,1
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,1
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,2
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,2
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,2
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,2
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,3
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,3
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,1
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,2
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,3
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,3
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,2
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,1
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,0
25.125,24.97,24.72,25.44,62.0,18.5,37.5,26.5,1.95,0.34,0.265,0.22,397.5,0.275,0.5,0.5,0
25.255,25.44,25.0,25.69,79.0,121.5,43.5,31.5,1.425,0.56,0.365,0.195,400.0,0.401923,0.5,0.5,0
25.91,27.125,25.535,26.03,82.5,129.0,140.0,37.0,1.97,1.74,1.855,1.725,810.0,1.325,0.5,0.5,3
