ID;age;race;sex;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;capital-gain;capital-loss;hours-per-week;native-country;salary-class
87;47;White;Male;Self-emp-inc;107836;HS-grad;9;Married-civ-spouse;Sales;Husband;0;2128;20;United-States;<=50K
88;30;Black;Male;Private;163993;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;<=50K
89;27;White;Female;Local-gov;184232;Bachelors;13;Never-married;Adm-clerical;Not-in-family;2225;0;60;United-States;<=50K
90;30;White;Male;Private;186832;Bachelors;13;Never-married;Exec-managerial;Not-in-family;0;0;40;United-States;>50K
91;38;White;Male;Private;100230;HS-grad;9;Divorced;Craft-repair;Not-in-family;0;0;40;United-States;<=50K
92;26;White;Male;Private;292173;HS-grad;9;Never-married;Handlers-cleaners;Own-child;0;0;20;United-States;<=50K
93;31;White;Male;Private;116634;Preschool;1;Married-civ-spouse;Craft-repair;Husband;0;0;55;United-States;<=50K
94;27;White;Male;Private;223715;HS-grad;9;Divorced;Prof-specialty;Own-child;0;0;40;United-States;<=50K
95;34;White;Male;Private;233395;HS-grad;9;Divorced;Exec-managerial;Unmarried;0;0;50;United-States;>50K
96;48;White;Female;Private;100801;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Wife;0;0;40;United-States;<=50K
97;48;White;Male;Self-emp-inc;330900;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;0;0;40;United-States;>50K
98;43;White;Male;Self-emp-inc;194780;Prof-school;15;Divorced;Prof-specialty;Not-in-family;0;0;50;United-States;<=50K
99;45;White;Female;Private;121918;Some-college;10;Married-civ-spouse;Adm-clerical;Wife;0;0;40;United-States;>50K
100;25;White;Male;Private;116907;Some-college;10;Never-married;Craft-repair;Own-child;0;0;40;United-States;<=50K
101;55;White;Male;Self-emp-not-inc;30828;Assoc-voc;11;Married-civ-spouse;Exec-managerial;Husband;0;0;40;United-States;>50K
102;27;White;Male;Private;163370;Some-college;10;Never-married;Sales;Not-in-family;0;0;50;United-States;<=50K
103;45;White;Male;Private;205521;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;0;0;55;United-States;>50K
104;45;White;Male;Local-gov;179688;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;0;0;43;Puerto-Rico;<=50K
105;26;White;Male;Private;58657;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;60;United-States;<=50K
106;36;White;Male;Private;116380;Some-college;10;Divorced;Other-service;Not-in-family;0;0;40;United-States;<=50K
107;46;White;Female;Private;305162;Some-college;10;Divorced;Adm-clerical;Own-child;0;0;40;United-States;<=50K
108;27;White;Female;Private;51248;Bachelors;13;Married-civ-spouse;Prof-specialty;Wife;0;0;40;United-States;>50K
109;48;White;Male;Private;111392;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;0;0;40;United-States;>50K
110;40;Asian-Pac-Islander;Female;Private;164941;Some-college;10;Never-married;Adm-clerical;Own-child;0;0;20;United-States;<=50K
111;55;White;Female;Private;180884;HS-grad;9;Divorced;Sales;Own-child;0;0;38;United-States;<=50K
112;52;White;Male;Self-emp-inc;211380;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;0;1894;54;United-States;>50K
113;31;Black;Female;Private;170316;Some-college;10;Never-married;Adm-clerical;Not-in-family;0;0;40;United-States;<=50K
114;35;White;Female;Private;384387;Bachelors;13;Married-civ-spouse;Adm-clerical;Wife;0;0;40;United-States;<=50K
115;22;Black;Male;Private;156080;HS-grad;9;Never-married;Other-service;Own-child;0;0;20;United-States;<=50K
116;29;White;Male;Federal-gov;187794;Assoc-acdm;12;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;>50K
117;43;Black;Female;Local-gov;308934;Assoc-voc;11;Divorced;Adm-clerical;Not-in-family;0;0;40;United-States;<=50K
118;24;White;Female;State-gov;169418;Bachelors;13;Never-married;Prof-specialty;Own-child;0;0;40;United-States;<=50K
119;26;White;Male;Private;201942;9th;5;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;<=50K
120;45;White;Male;Private;180509;HS-grad;9;Never-married;Tech-support;Not-in-family;4694;0;40;United-States;<=50K
121;23;White;Male;Private;226450;Assoc-voc;11;Never-married;Handlers-cleaners;Own-child;0;0;45;United-States;<=50K
122;60;Black;Male;Federal-gov;564410;HS-grad;9;Divorced;Other-service;Not-in-family;0;0;40;United-States;<=50K
123;38;White;Male;Private;235004;10th;6;Married-civ-spouse;Craft-repair;Husband;0;0;45;United-States;<=50K
124;37;Black;Female;Private;304695;Some-college;10;Never-married;Adm-clerical;Not-in-family;0;0;40;United-States;<=50K
125;26;White;Female;Private;216515;HS-grad;9;Never-married;Machine-op-inspct;Not-in-family;0;0;40;United-States;<=50K
126;50;White;Female;Private;170696;Assoc-acdm;12;Divorced;Adm-clerical;Unmarried;0;0;55;United-States;<=50K
127;45;White;Male;Local-gov;192300;Assoc-acdm;12;Married-civ-spouse;Other-service;Husband;0;2003;40;United-States;<=50K
128;49;White;Male;Private;299022;Some-college;10;Separated;Transport-moving;Not-in-family;3050;0;45;United-States;<=50K
129;46;White;Male;Private;87729;Masters;14;Married-civ-spouse;Exec-managerial;Husband;0;0;35;United-States;<=50K
130;47;White;Female;Local-gov;44594;Doctorate;16;Married-civ-spouse;Prof-specialty;Wife;5074;0;99;United-States;>50K
131;51;Black;Female;Local-gov;192046;10th;6;Never-married;Adm-clerical;Unmarried;0;0;40;United-States;<=50K
132;30;White;Female;Private;156017;11th;7;Separated;Other-service;Unmarried;0;0;40;Cuba;<=50K
133;44;White;Female;Local-gov;41975;HS-grad;9;Never-married;Other-service;Unmarried;0;0;40;United-States;<=50K
134;33;White;Female;Private;181180;Bachelors;13;Never-married;Prof-specialty;Own-child;0;0;40;United-States;<=50K
135;18;White;Male;Private;269674;HS-grad;9;Never-married;Handlers-cleaners;Own-child;0;0;55;United-States;<=50K
136;33;Black;Male;Self-emp-not-inc;294313;10th;6;Never-married;Transport-moving;Not-in-family;0;0;72;United-States;<=50K
137;43;Asian-Pac-Islander;Female;Private;84766;Bachelors;13;Married-civ-spouse;Prof-specialty;Wife;0;0;20;Philippines;<=50K
138;45;White;Female;Private;75847;Some-college;10;Divorced;Sales;Not-in-family;0;0;45;United-States;<=50K
139;41;White;Male;Self-emp-not-inc;124129;Bachelors;13;Married-civ-spouse;Machine-op-inspct;Husband;4506;0;44;United-States;>50K
140;53;Black;Female;Private;264709;1st-4th;2;Separated;Handlers-cleaners;Unmarried;0;0;40;United-States;<=50K
141;37;White;Male;Private;329265;HS-grad;9;Never-married;Craft-repair;Unmarried;0;1652;60;Italy;<=50K
142;58;White;Male;Private;128836;Some-college;10;Never-married;Sales;Not-in-family;0;0;50;United-States;<=50K
143;48;Asian-Pac-Islander;Male;Private;142287;10th;6;Married-civ-spouse;Craft-repair;Husband;0;0;40;Mexico;>50K
144;29;Black;Male;Private;159290;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;60;United-States;>50K
145;35;White;Male;Private;303068;11th;7;Married-civ-spouse;Transport-moving;Husband;0;0;50;United-States;<=50K
146;45;White;Male;Federal-gov;191301;Prof-school;15;Married-civ-spouse;Exec-managerial;Husband;0;0;40;United-States;>50K
147;22;White;Female;Private;276250;Some-college;10;Never-married;Other-service;Own-child;0;0;30;United-States;<=50K
148;49;White;Female;Private;75454;Some-college;10;Married-civ-spouse;Other-service;Wife;7713;0;40;United-States;>50K
149;44;White;Male;Private;146782;Masters;14;Married-civ-spouse;Prof-specialty;Husband;0;0;40;United-States;<=50K
150;47;White;Female;Federal-gov;93516;Some-college;10;Divorced;Handlers-cleaners;Unmarried;0;0;40;United-States;<=50K
151;47;White;Male;Private;94667;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;0;0;50;United-States;>50K
152;50;White;Male;Self-emp-not-inc;252864;Some-college;10;Married-civ-spouse;Farming-fishing;Husband;0;0;50;United-States;>50K
153;22;White;Female;Private;114987;HS-grad;9;Never-married;Sales;Not-in-family;0;0;40;United-States;<=50K
154;39;White;Male;Private;98619;7th-8th;4;Married-civ-spouse;Machine-op-inspct;Husband;0;0;40;Portugal;<=50K
155;18;White;Female;Private;408964;Some-college;10;Never-married;Handlers-cleaners;Own-child;0;0;40;United-States;<=50K
156;46;White;Male;Private;419472;11th;7;Married-civ-spouse;Craft-repair;Husband;0;0;70;United-States;<=50K
157;40;White;Male;Self-emp-inc;81189;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;0;1948;40;United-States;>50K
158;32;White;Female;Private;168433;HS-grad;9;Divorced;Other-service;Unmarried;0;0;35;United-States;<=50K
159;21;White;Female;Private;180591;Some-college;10;Never-married;Sales;Unmarried;0;0;30;United-States;<=50K
160;65;White;Female;Private;119655;7th-8th;4;Divorced;Other-service;Not-in-family;0;0;15;United-States;<=50K
161;33;White;Male;Private;290871;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;0;0;40;United-States;>50K
162;49;White;Male;Private;74480;HS-grad;9;Widowed;Farming-fishing;Not-in-family;0;0;99;United-States;<=50K
163;20;White;Female;Private;495032;Some-college;10;Never-married;Other-service;Not-in-family;0;0;40;United-States;<=50K
164;41;White;Male;Private;209588;Masters;14;Never-married;Exec-managerial;Not-in-family;0;0;50;United-States;<=50K
165;29;White;Male;Private;108577;Assoc-acdm;12;Never-married;Adm-clerical;Not-in-family;0;0;40;United-States;<=50K
166;47;White;Female;Private;162144;11th;7;Never-married;Other-service;Own-child;0;0;40;United-States;<=50K
167;50;White;Male;Self-emp-not-inc;170758;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;0;0;50;United-States;<=50K
168;35;White;Male;Private;172322;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;0;1959;60;United-States;>50K
169;19;Black;Female;Private;150479;HS-grad;9;Never-married;Sales;Own-child;0;0;20;United-States;<=50K
170;24;White;Female;Private;390074;Some-college;10;Never-married;Tech-support;Own-child;0;0;25;United-States;<=50K
171;22;White;Male;Private;374044;HS-grad;9;Never-married;Craft-repair;Own-child;0;0;20;United-States;<=50K
172;54;White;Male;Private;199411;HS-grad;9;Separated;Craft-repair;Not-in-family;0;0;60;United-States;<=50K
173;29;White;Male;Private;194782;Bachelors;13;Never-married;Exec-managerial;Own-child;0;0;40;United-States;<=50K
174;31;White;Male;Private;166597;Bachelors;13;Separated;Prof-specialty;Not-in-family;0;0;40;United-States;>50K
175;55;White;Female;Private;237899;Doctorate;16;Divorced;Adm-clerical;Unmarried;8278;0;33;United-States;>50K
176;61;White;Female;Private;236376;Some-college;10;Divorced;Adm-clerical;Own-child;0;0;24;United-States;<=50K
177;53;White;Male;Private;207360;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;0;0;52;United-States;>50K
178;23;Black;Female;Private;188691;Bachelors;13;Never-married;Adm-clerical;Own-child;0;0;35;United-States;<=50K
179;37;White;Female;State-gov;253854;Some-college;10;Never-married;Prof-specialty;Not-in-family;0;0;40;United-States;<=50K
180;44;White;Male;Self-emp-not-inc;89424;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;0;0;30;United-States;>50K
181;55;White;Female;Self-emp-not-inc;196176;HS-grad;9;Widowed;Exec-managerial;Unmarried;0;0;30;United-States;<=50K
182;22;White;Male;Private;153600;HS-grad;9;Never-married;Craft-repair;Other-relative;0;0;20;United-States;<=50K
183;24;White;Female;Private;181509;Bachelors;13;Never-married;Prof-specialty;Not-in-family;0;0;40;United-States;<=50K
184;59;White;Male;Self-emp-not-inc;352053;11th;7;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;<=50K
185;29;White;Female;Private;365436;Assoc-voc;11;Never-married;Exec-managerial;Not-in-family;0;0;40;United-States;<=50K
186;33;White;Male;Private;82411;Assoc-acdm;12;Divorced;Transport-moving;Not-in-family;0;0;33;United-States;<=50K
187;36;White;Female;Local-gov;28816;HS-grad;9;Divorced;Adm-clerical;Not-in-family;0;0;40;United-States;<=50K
188;52;White;Male;Private;27481;HS-grad;9;Married-civ-spouse;Sales;Husband;0;0;40;United-States;<=50K
189;32;White;Male;Without-pay;148087;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;0;1890;30;United-States;>50K
190;49;White;Male;Self-emp-not-inc;36299;Some-college;10;Married-civ-spouse;Protective-serv;Husband;0;0;60;United-States;<=50K
191;67;White;Male;Self-emp-inc;173885;Bachelors;13;Widowed;Prof-specialty;Not-in-family;0;0;50;United-States;>50K
192;28;White;Male;State-gov;388092;Some-college;10;Never-married;Exec-managerial;Not-in-family;0;0;32;United-States;<=50K
193;29;White;Male;Private;340245;5th-6th;3;Married-spouse-absent;Farming-fishing;Not-in-family;0;0;40;Mexico;<=50K
194;43;Black;Male;Private;182275;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;0;0;40;United-States;<=50K
195;71;White;Male;Private;150093;7th-8th;4;Married-civ-spouse;Transport-moving;Husband;0;0;30;United-States;<=50K
196;47;White;Male;Private;202875;HS-grad;9;Separated;Machine-op-inspct;Not-in-family;0;0;45;United-States;<=50K
197;55;White;Female;Private;155757;Masters;14;Divorced;Exec-managerial;Own-child;0;0;40;United-States;>50K
198;29;White;Male;Local-gov;422439;Assoc-acdm;12;Married-civ-spouse;Handlers-cleaners;Husband;0;0;40;United-States;<=50K
199;51;White;Male;Self-emp-inc;282172;HS-grad;9;Married-civ-spouse;Sales;Husband;7978;0;52;United-States;>50K
200;23;White;Female;Private;203259;HS-grad;9;Never-married;Adm-clerical;Not-in-family;0;0;38;United-States;<=50K
201;25;White;Male;Local-gov;325120;Assoc-voc;11;Never-married;Protective-serv;Not-in-family;0;0;40;United-States;<=50K
202;65;White;Female;Private;158430;HS-grad;9;Married-civ-spouse;Other-service;Wife;7872;0;40;United-States;>50K
203;18;White;Female;Private;193990;1st-4th;2;Married-civ-spouse;Adm-clerical;Wife;0;0;20;Mexico;<=50K
204;25;Amer-Indian-Eskimo;Female;Private;176655;10th;6;Never-married;Machine-op-inspct;Unmarried;0;0;40;United-States;<=50K
205;69;White;Female;Private;95909;Some-college;10;Widowed;Adm-clerical;Not-in-family;24238;0;6;United-States;>50K
206;39;White;Male;Private;102035;Some-college;10;Married-civ-spouse;Sales;Husband;2884;0;40;United-States;<=50K
207;21;White;Female;Private;138987;Bachelors;13;Never-married;Exec-managerial;Not-in-family;0;0;40;United-States;<=50K
208;35;White;Male;Private;178089;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;0;0;40;United-States;<=50K
209;50;White;Male;Private;223911;Bachelors;13;Married-civ-spouse;Sales;Husband;0;0;20;United-States;>50K
210;34;White;Male;Private;271454;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;50;United-States;<=50K
211;34;White;Female;Private;405808;HS-grad;9;Married-civ-spouse;Adm-clerical;Wife;0;0;40;United-States;>50K
212;36;White;Male;Local-gov;228768;HS-grad;9;Separated;Handlers-cleaners;Unmarried;0;0;40;United-States;<=50K
213;39;White;Male;Private;165313;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;0;0;45;United-States;<=50K
214;35;White;Female;Private;66183;HS-grad;9;Separated;Other-service;Not-in-family;0;0;62;United-States;<=50K
215;43;Asian-Pac-Islander;Female;State-gov;101617;Bachelors;13;Divorced;Prof-specialty;Unmarried;0;0;20;China;<=50K
216;31;Black;Female;Private;141631;10th;6;Separated;Sales;Unmarried;0;0;35;United-States;<=50K
217;35;White;Female;Private;129003;HS-grad;9;Never-married;Machine-op-inspct;Not-in-family;0;0;40;United-States;<=50K
218;62;White;Male;Self-emp-not-inc;324757;HS-grad;9;Divorced;Prof-specialty;Not-in-family;0;1974;40;United-States;<=50K
219;23;White;Female;Private;203723;HS-grad;9;Never-married;Other-service;Own-child;0;0;30;United-States;<=50K
220;49;White;Male;Federal-gov;170660;Some-college;10;Widowed;Prof-specialty;Not-in-family;0;0;37;United-States;<=50K
221;52;Black;Male;Private;50346;9th;5;Married-civ-spouse;Transport-moving;Husband;0;0;44;United-States;<=50K
222;28;White;Female;Private;320224;HS-grad;9;Never-married;Adm-clerical;Not-in-family;0;1774;45;United-States;<=50K
223;50;White;Male;Self-emp-not-inc;127625;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;0;0;36;United-States;>50K
224;22;White;Female;Private;180653;HS-grad;9;Never-married;Other-service;Own-child;0;0;20;United-States;<=50K
225;37;Black;Female;Local-gov;248939;Some-college;10;Divorced;Other-service;Not-in-family;0;0;87;United-States;<=50K
226;41;White;Male;Private;100777;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;0;0;55;United-States;<=50K
227;22;White;Female;Private;189832;Some-college;10;Never-married;Adm-clerical;Own-child;0;0;40;United-States;<=50K
228;48;White;Male;Private;152378;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;<=50K
229;25;White;Male;Private;119714;HS-grad;9;Never-married;Sales;Unmarried;0;0;37;United-States;<=50K
230;20;White;Female;Private;63989;Some-college;10;Never-married;Exec-managerial;Own-child;0;0;40;United-States;<=50K
231;23;White;Female;Private;360688;Bachelors;13;Never-married;Prof-specialty;Not-in-family;0;0;25;United-States;<=50K
232;40;White;Female;Private;109178;Assoc-acdm;12;Married-civ-spouse;Adm-clerical;Wife;0;0;40;United-States;>50K
233;43;White;Female;Private;101161;1st-4th;2;Divorced;Priv-house-serv;Unmarried;0;2903;35;United-States;<=50K
234;48;White;Male;Private;63616;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;0;0;40;United-States;<=50K
