ID;age;race;sex;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;capital-gain;capital-loss;hours-per-week;native-country;salary-class
79;31;White;Male;Local-gov;125927;7th-8th;4;Married-civ-spouse;Farming-fishing;Husband;0;0;40;United-States;<=50K
80;18;White;Male;Private;446839;HS-grad;9;Never-married;Sales;Not-in-family;0;0;30;United-States;<=50K
81;52;White;Male;Private;276515;Bachelors;13;Married-civ-spouse;Other-service;Husband;0;0;40;Cuba;<=50K
82;46;White;Female;Private;51618;HS-grad;9;Married-civ-spouse;Other-service;Wife;0;0;40;United-States;<=50K
83;59;White;Male;Private;159937;HS-grad;9;Married-civ-spouse;Sales;Husband;0;0;48;United-States;<=50K
84;44;White;Female;Private;343591;HS-grad;9;Divorced;Craft-repair;Not-in-family;14344;0;40;United-States;>50K
85;53;White;Female;Private;346253;HS-grad;9;Divorced;Sales;Own-child;0;0;35;United-States;<=50K
86;49;White;Male;Local-gov;268234;HS-grad;9;Married-civ-spouse;Protective-serv;Husband;0;0;40;United-States;>50K
87;33;White;Male;Private;202051;Masters;14;Married-civ-spouse;Prof-specialty;Husband;0;0;50;United-States;<=50K
88;30;White;Male;Private;54334;9th;5;Never-married;Sales;Not-in-family;0;0;40;United-States;<=50K
89;43;White;Female;Federal-gov;410867;Doctorate;16;Never-married;Prof-specialty;Not-in-family;0;0;50;United-States;>50K
90;57;White;Male;Private;249977;Assoc-voc;11;Married-civ-spouse;Prof-specialty;Husband;0;0;40;United-States;<=50K
91;37;White;Female;Private;286730;Some-college;10;Divorced;Craft-repair;Unmarried;0;0;40;United-States;<=50K
92;28;Black;Female;Private;212563;Some-college;10;Divorced;Machine-op-inspct;Unmarried;0;0;25;United-States;<=50K
94;34;White;Male;Local-gov;226296;Bachelors;13;Married-civ-spouse;Protective-serv;Husband;0;0;40;United-States;>50K
95;29;White;Male;Local-gov;115585;Some-college;10;Never-married;Handlers-cleaners;Not-in-family;0;0;50;United-States;<=50K
96;48;White;Male;Self-emp-not-inc;191277;Doctorate;16;Married-civ-spouse;Prof-specialty;Husband;0;1902;60;United-States;>50K
97;37;White;Male;Private;202683;Some-college;10;Married-civ-spouse;Sales;Husband;0;0;48;United-States;>50K
98;48;White;Female;Private;171095;Assoc-acdm;12;Divorced;Exec-managerial;Unmarried;0;0;40;England;<=50K
99;32;Black;Male;Federal-gov;249409;HS-grad;9;Never-married;Other-service;Own-child;0;0;40;United-States;<=50K
100;76;White;Male;Private;124191;Masters;14;Married-civ-spouse;Exec-managerial;Husband;0;0;40;United-States;>50K
101;44;White;Male;Private;198282;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;15024;0;60;United-States;>50K
102;47;White;Female;Self-emp-not-inc;149116;Masters;14;Never-married;Prof-specialty;Not-in-family;0;0;50;United-States;<=50K
103;20;White;Female;Private;188300;Some-college;10;Never-married;Tech-support;Own-child;0;0;40;United-States;<=50K
104;29;White;Male;Private;103432;HS-grad;9;Never-married;Craft-repair;Not-in-family;0;0;40;United-States;<=50K
105;32;White;Male;Self-emp-inc;317660;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;7688;0;40;United-States;>50K
107;30;White;Male;Private;194901;11th;7;Never-married;Handlers-cleaners;Own-child;0;0;40;United-States;<=50K
108;31;White;Female;Local-gov;189265;HS-grad;9;Never-married;Adm-clerical;Not-in-family;0;0;40;United-States;<=50K
109;42;White;Male;Private;124692;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;0;0;40;United-States;<=50K
110;24;White;Male;Private;432376;Bachelors;13;Never-married;Sales;Other-relative;0;0;40;United-States;<=50K
111;38;White;Male;Private;65324;Prof-school;15;Married-civ-spouse;Prof-specialty;Husband;0;0;40;United-States;>50K
112;56;White;Male;Self-emp-not-inc;335605;HS-grad;9;Married-civ-spouse;Other-service;Husband;0;1887;50;Canada;>50K
113;28;White;Female;Private;377869;Some-college;10;Married-civ-spouse;Sales;Wife;4064;0;25;United-States;<=50K
114;36;White;Female;Private;102864;HS-grad;9;Never-married;Machine-op-inspct;Own-child;0;0;40;United-States;<=50K
115;53;White;Male;Private;95647;9th;5;Married-civ-spouse;Handlers-cleaners;Husband;0;0;50;United-States;<=50K
116;56;White;Male;Self-emp-inc;303090;Some-college;10;Married-civ-spouse;Sales;Husband;0;0;50;United-States;<=50K
117;49;Black;Male;Local-gov;197371;Assoc-voc;11;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;>50K
118;55;White;Male;Private;247552;Some-college;10;Married-civ-spouse;Sales;Husband;0;0;56;United-States;<=50K
119;22;White;Male;Private;102632;HS-grad;9;Never-married;Craft-repair;Not-in-family;0;0;41;United-States;<=50K
120;21;White;Female;Private;199915;Some-college;10;Never-married;Other-service;Own-child;0;0;40;United-States;<=50K
121;40;White;Male;Private;118853;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;0;0;60;United-States;<=50K
122;30;Black;Male;Private;77143;Bachelors;13;Never-married;Exec-managerial;Own-child;0;0;40;Germany;<=50K
123;29;White;Male;State-gov;267989;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;0;0;50;United-States;>50K
124;19;Black;Male;Private;301606;Some-college;10;Never-married;Other-service;Own-child;0;0;35;United-States;<=50K
125;47;White;Female;Private;287828;Bachelors;13;Married-civ-spouse;Exec-managerial;Wife;0;0;40;United-States;>50K
126;20;White;Female;Private;111697;Some-college;10;Never-married;Adm-clerical;Own-child;0;1719;28;United-States;<=50K
127;31;White;Male;Private;114937;Assoc-acdm;12;Married-civ-spouse;Adm-clerical;Husband;0;0;40;United-States;>50K
129;39;White;Male;Private;365739;Some-college;10;Divorced;Craft-repair;Not-in-family;0;0;40;United-States;<=50K
130;28;White;Female;Private;69621;Assoc-acdm;12;Never-married;Sales;Not-in-family;0;0;60;United-States;<=50K
131;24;White;Female;Private;43323;HS-grad;9;Never-married;Other-service;Not-in-family;0;1762;40;United-States;<=50K
132;38;White;Male;Self-emp-not-inc;120985;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;4386;0;35;United-States;<=50K
133;37;White;Male;Private;254202;Bachelors;13;Married-civ-spouse;Sales;Husband;0;0;50;United-States;<=50K
134;46;Black;Female;Private;146195;Assoc-acdm;12;Divorced;Tech-support;Not-in-family;0;0;36;United-States;<=50K
135;38;White;Male;Federal-gov;125933;Masters;14;Married-civ-spouse;Prof-specialty;Husband;0;0;40;Iran;>50K
136;43;White;Male;Self-emp-not-inc;56920;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;60;United-States;<=50K
137;27;White;Female;Private;163127;Assoc-voc;11;Married-civ-spouse;Adm-clerical;Wife;0;0;35;United-States;<=50K
138;20;White;Male;Private;34310;Some-college;10;Never-married;Sales;Own-child;0;0;20;United-States;<=50K
139;49;Asian-Pac-Islander;Male;Private;81973;Some-college;10;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;>50K
140;61;White;Male;Self-emp-inc;66614;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;<=50K
141;27;White;Female;Private;232782;Some-college;10;Never-married;Sales;Own-child;0;0;40;United-States;<=50K
142;19;White;Male;Private;316868;Some-college;10;Never-married;Other-service;Own-child;0;0;30;Mexico;<=50K
143;45;White;Female;Private;196584;Assoc-voc;11;Never-married;Prof-specialty;Not-in-family;0;1564;40;United-States;>50K
144;70;White;Male;Private;105376;Some-college;10;Never-married;Tech-support;Other-relative;0;0;40;United-States;<=50K
145;31;Black;Female;Private;185814;HS-grad;9;Never-married;Transport-moving;Unmarried;0;0;30;United-States;<=50K
146;22;White;Male;Private;175374;Some-college;10;Married-civ-spouse;Other-service;Husband;0;0;24;United-States;<=50K
147;36;White;Female;Private;108293;HS-grad;9;Widowed;Other-service;Unmarried;0;0;24;United-States;<=50K
148;64;White;Male;Private;181232;11th;7;Married-civ-spouse;Craft-repair;Husband;0;2179;40;United-States;<=50K
150;47;White;Female;Local-gov;186009;Some-college;10;Divorced;Adm-clerical;Unmarried;0;0;38;Mexico;<=50K
151;34;White;Female;Private;198183;HS-grad;9;Never-married;Adm-clerical;Not-in-family;0;0;40;United-States;<=50K
152;33;Asian-Pac-Islander;Female;Private;163003;Bachelors;13;Never-married;Exec-managerial;Other-relative;0;0;40;Philippines;<=50K
153;21;White;Male;Private;296158;HS-grad;9;Never-married;Craft-repair;Own-child;0;0;35;United-States;<=50K
155;48;White;Male;Private;187715;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;46;United-States;<=50K
156;23;White;Male;Private;214542;Bachelors;13;Never-married;Handlers-cleaners;Not-in-family;0;0;40;United-States;<=50K
157;71;Black;Male;Self-emp-not-inc;494223;Some-college;10;Separated;Sales;Unmarried;0;1816;2;United-States;<=50K
158;29;White;Male;Private;191535;HS-grad;9;Divorced;Craft-repair;Not-in-family;0;0;60;United-States;<=50K
159;42;Black;Male;Private;228456;Bachelors;13;Separated;Other-service;Other-relative;0;0;50;United-States;<=50K
161;25;White;Female;Private;252752;HS-grad;9;Never-married;Other-service;Unmarried;0;0;40;United-States;<=50K
162;44;Asian-Pac-Islander;Female;Self-emp-inc;78374;Masters;14;Divorced;Exec-managerial;Unmarried;0;0;40;United-States;<=50K
163;28;Asian-Pac-Islander;Female;Private;88419;HS-grad;9;Never-married;Exec-managerial;Not-in-family;0;0;40;England;<=50K
164;45;White;Male;Self-emp-not-inc;201080;Masters;14;Married-civ-spouse;Sales;Husband;0;0;40;United-States;>50K
165;36;White;Female;Private;207157;Some-college;10;Divorced;Other-service;Unmarried;0;0;40;Mexico;<=50K
166;39;White;Male;Federal-gov;235485;Assoc-acdm;12;Never-married;Exec-managerial;Not-in-family;0;0;42;United-States;<=50K
167;46;White;Male;State-gov;102628;Masters;14;Widowed;Protective-serv;Unmarried;0;0;40;United-States;<=50K
168;18;White;Male;Private;25828;11th;7;Never-married;Handlers-cleaners;Own-child;0;0;16;United-States;<=50K
169;66;White;Female;Local-gov;54826;Assoc-voc;11;Widowed;Prof-specialty;Not-in-family;0;0;20;United-States;<=50K
170;27;White;Male;Private;124953;HS-grad;9;Never-married;Other-service;Not-in-family;0;1980;40;United-States;<=50K
171;28;White;Male;State-gov;175325;HS-grad;9;Married-civ-spouse;Protective-serv;Husband;0;0;40;United-States;<=50K
172;51;White;Male;Private;96062;Some-college;10;Married-civ-spouse;Sales;Husband;0;1977;40;United-States;>50K
173;27;White;Male;Private;428030;Bachelors;13;Never-married;Craft-repair;Not-in-family;0;0;50;United-States;<=50K
174;28;White;Male;State-gov;149624;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;0;0;40;United-States;>50K
175;27;White;Female;Private;253814;HS-grad;9;Married-spouse-absent;Sales;Unmarried;0;0;25;United-States;<=50K
176;21;Black;Male;Private;312956;HS-grad;9;Never-married;Craft-repair;Own-child;0;0;40;United-States;<=50K
177;34;Black;Male;Private;483777;HS-grad;9;Never-married;Handlers-cleaners;Not-in-family;0;0;40;United-States;<=50K
178;18;White;Male;Private;183930;HS-grad;9;Never-married;Other-service;Own-child;0;0;12;United-States;<=50K
179;33;White;Male;Private;37274;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;0;0;65;United-States;<=50K
180;44;Black;Male;Local-gov;181344;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;0;0;38;United-States;>50K
181;43;White;Female;Private;114580;Some-college;10;Divorced;Adm-clerical;Not-in-family;0;0;40;United-States;<=50K
182;30;Black;Male;Private;633742;Some-college;10;Never-married;Craft-repair;Not-in-family;0;0;45;United-States;<=50K
183;40;White;Male;Private;286370;7th-8th;4;Married-civ-spouse;Machine-op-inspct;Husband;0;0;40;Mexico;>50K
184;37;White;Male;Federal-gov;29054;Some-college;10;Married-civ-spouse;Adm-clerical;Husband;0;0;42;United-States;>50K
185;34;Black;Male;Private;304030;HS-grad;9;Married-civ-spouse;Adm-clerical;Husband;0;0;40;United-States;<=50K
186;41;White;Female;Self-emp-not-inc;143129;Bachelors;13;Divorced;Exec-managerial;Not-in-family;0;0;40;United-States;<=50K
188;31;White;Female;Private;99928;Masters;14;Married-civ-spouse;Prof-specialty;Wife;0;0;50;United-States;<=50K
189;58;White;Male;State-gov;109567;Doctorate;16;Married-civ-spouse;Prof-specialty;Husband;0;0;1;United-States;>50K
190;38;Black;Female;Private;155222;Some-college;10;Divorced;Machine-op-inspct;Not-in-family;0;0;28;United-States;<=50K
191;24;White;Male;Private;159567;Some-college;10;Married-civ-spouse;Machine-op-inspct;Husband;0;0;40;United-States;<=50K
192;41;Black;Male;Local-gov;523910;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;<=50K
193;47;White;Male;Private;120939;Some-college;10;Married-civ-spouse;Tech-support;Husband;0;0;45;United-States;<=50K
194;41;White;Male;Federal-gov;130760;Bachelors;13;Married-civ-spouse;Tech-support;Husband;0;0;24;United-States;<=50K
195;23;White;Male;Private;197387;5th-6th;3;Married-civ-spouse;Transport-moving;Other-relative;0;0;40;Mexico;<=50K
196;36;White;Male;Private;99374;Some-college;10;Divorced;Craft-repair;Not-in-family;0;0;40;United-States;<=50K
197;40;White;Female;Federal-gov;56795;Masters;14;Never-married;Exec-managerial;Not-in-family;14084;0;55;United-States;>50K
198;35;White;Male;Private;138992;Masters;14;Married-civ-spouse;Prof-specialty;Other-relative;7298;0;40;United-States;>50K
199;24;White;Male;Self-emp-not-inc;32921;HS-grad;9;Never-married;Sales;Not-in-family;0;0;40;United-States;<=50K
200;26;White;Female;Private;397317;Masters;14;Never-married;Prof-specialty;Not-in-family;0;1876;40;United-States;<=50K
202;51;White;Male;Private;259323;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;0;0;50;United-States;>50K
203;42;White;Female;Local-gov;254817;Some-college;10;Never-married;Prof-specialty;Not-in-family;0;1340;40;United-States;<=50K
204;37;White;Female;State-gov;48211;HS-grad;9;Divorced;Adm-clerical;Unmarried;0;0;35;United-States;<=50K
205;18;White;Female;Private;140164;11th;7;Never-married;Sales;Own-child;0;0;40;United-States;<=50K
206;36;Black;Male;Private;128757;Bachelors;13;Married-civ-spouse;Other-service;Husband;7298;0;36;United-States;>50K
207;35;White;Male;Private;36270;HS-grad;9;Divorced;Craft-repair;Not-in-family;0;0;60;United-States;<=50K
208;58;White;Female;Self-emp-inc;210563;HS-grad;9;Married-civ-spouse;Sales;Wife;15024;0;35;United-States;>50K
209;17;White;Female;Private;65368;11th;7;Never-married;Sales;Own-child;0;0;12;United-States;<=50K
210;44;Black;Male;Local-gov;160943;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;0;0;40;United-States;<=50K
211;37;White;Male;Private;208358;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;>50K
212;35;Amer-Indian-Eskimo;Female;Private;153790;Some-college;10;Never-married;Sales;Not-in-family;0;0;40;United-States;<=50K
213;60;Asian-Pac-Islander;Male;Private;85815;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;<=50K
214;54;White;Male;Self-emp-inc;125417;7th-8th;4;Married-civ-spouse;Machine-op-inspct;Husband;0;0;40;United-States;>50K
215;37;Black;Male;Private;635913;Bachelors;13;Never-married;Exec-managerial;Not-in-family;0;0;60;United-States;>50K
216;50;White;Female;Private;313321;Assoc-acdm;12;Divorced;Sales;Not-in-family;0;0;40;United-States;<=50K
217;38;White;Male;Private;182609;Bachelors;13;Married-civ-spouse;Sales;Husband;0;0;50;Poland;<=50K
218;45;White;Male;Private;109434;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;0;0;55;United-States;<=50K
219;25;White;Male;Private;255004;10th;6;Never-married;Craft-repair;Not-in-family;0;0;40;United-States;<=50K
220;31;White;Male;Private;197860;Some-college;10;Married-civ-spouse;Handlers-cleaners;Husband;0;0;40;United-States;<=50K
222;90;Black;Male;Private;51744;HS-grad;9;Never-married;Other-service;Not-in-family;0;2206;40;United-States;<=50K
223;54;Black;Male;Private;176681;HS-grad;9;Married-civ-spouse;Adm-clerical;Husband;0;0;20;United-States;<=50K
224;53;White;Female;Local-gov;140359;Preschool;1;Never-married;Machine-op-inspct;Not-in-family;0;0;35;United-States;<=50K
225;18;White;Female;Private;243313;HS-grad;9;Never-married;Sales;Own-child;0;0;40;United-States;<=50K
227;66;White;Male;Self-emp-not-inc;167687;HS-grad;9;Married-civ-spouse;Farming-fishing;Husband;1409;0;50;United-States;<=50K
228;75;White;Female;Private;314209;Assoc-voc;11;Widowed;Adm-clerical;Not-in-family;0;0;20;Columbia;<=50K
229;65;White;Female;Private;176796;HS-grad;9;Divorced;Adm-clerical;Not-in-family;0;0;40;United-States;<=50K
230;35;Black;Male;Private;538583;11th;7;Separated;Transport-moving;Not-in-family;3674;0;40;United-States;<=50K
231;41;Black;Female;Private;130408;HS-grad;9;Divorced;Sales;Unmarried;0;0;38;United-States;<=50K
232;25;White;Male;Private;159732;Some-college;10;Never-married;Adm-clerical;Not-in-family;0;0;42;United-States;<=50K
233;33;Other;Female;Private;110978;Some-college;10;Divorced;Craft-repair;Other-relative;0;0;40;United-States;<=50K
234;28;White;Male;Private;76714;Prof-school;15;Never-married;Prof-specialty;Not-in-family;0;0;55;United-States;>50K
235;59;White;Male;State-gov;268700;HS-grad;9;Married-civ-spouse;Other-service;Husband;0;0;40;United-States;<=50K
236;40;White;Female;State-gov;170525;Some-college;10;Never-married;Adm-clerical;Not-in-family;0;0;38;United-States;<=50K
237;41;White;Male;Private;180138;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;0;0;50;Iran;>50K
238;38;White;Male;Local-gov;115076;Masters;14;Married-civ-spouse;Exec-managerial;Husband;0;0;70;United-States;>50K
239;23;White;Male;Private;115458;HS-grad;9;Never-married;Transport-moving;Own-child;0;0;40;United-States;<=50K
240;40;White;Male;Private;347890;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;0;0;40;United-States;>50K
241;41;White;Female;Self-emp-not-inc;196001;HS-grad;9;Married-civ-spouse;Other-service;Wife;0;0;20;United-States;<=50K
242;24;White;Male;State-gov;273905;Assoc-acdm;12;Married-civ-spouse;Protective-serv;Husband;0;0;50;United-States;<=50K
244;38;White;Male;Private;179488;Some-college;10;Divorced;Craft-repair;Not-in-family;0;1741;40;United-States;<=50K
246;58;White;Male;Private;236596;HS-grad;9;Married-civ-spouse;Adm-clerical;Husband;0;0;45;United-States;>50K
247;32;White;Female;Private;183916;HS-grad;9;Never-married;Other-service;Not-in-family;0;0;34;United-States;<=50K
248;40;White;Male;Private;207578;Assoc-acdm;12;Married-civ-spouse;Tech-support;Husband;0;1977;60;United-States;>50K
250;41;White;Female;Private;112763;Prof-school;15;Married-civ-spouse;Prof-specialty;Wife;0;0;40;United-States;>50K
251;42;Black;Female;Private;390781;Bachelors;13;Married-civ-spouse;Adm-clerical;Wife;0;0;40;United-States;<=50K
252;59;Black;Female;Local-gov;171328;10th;6;Widowed;Other-service;Unmarried;0;0;30;United-States;<=50K
253;19;White;Male;Local-gov;27382;Some-college;10;Never-married;Adm-clerical;Own-child;0;0;40;United-States;<=50K
